stock_symbol,date,rsi,macd,bollinger_bands,sma,ema,stochastic,atr,obv,fibonacci_retracement,ichimoku_cloud,parabolic_sar,score
AJANTSOY,2024-08-31,"{'value': np.float64(86.20427), 'signal': 'bearish'}","{'value': {'macd': np.float64(1.54218), 'signal': np.float64(0.90009), 'histogram': np.float64(0.64209)}, 'signal': 'bullish'}","{'middle_band': np.float64(32.1035), 'upper_band': np.float64(37.2801), 'lower_band': np.float64(26.9269), 'signal': 'bullish'}","{'value': np.float64(32.1035), 'signal': 'bullish'}","{'value': np.float64(32.96095), 'signal': 'bullish'}","{'k_value': np.float64(93.77193), 'd_value': np.float64(92.53509), 'signal': 'bullish'}","{'value': np.float64(1.915), 'signal': 'volatile'}","{'value': 3474694, 'signal': 'bullish'}","{'levels': {'level_0': array(39.69), 'level_236': array(36.26092), 'level_382': array(34.13954), 'level_618': array(30.71046), 'level_100': array(25.16)}, 'signal': 'bullish'}","{'tenkan_sen': 35.55, 'kijun_sen': 34.7, 'senkou_span_a': 30.4975, 'senkou_span_b': 30.02, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 31.69403, 'signal': 'bullish'}",99.11
RATNAMANI,2024-08-31,"{'value': np.float64(60.78947), 'signal': None}","{'value': {'macd': np.float64(11.6363), 'signal': np.float64(-0.86052), 'histogram': np.float64(12.49681)}, 'signal': 'bullish'}","{'middle_band': np.float64(3567.6475), 'upper_band': np.float64(3684.11047), 'lower_band': np.float64(3451.18453), 'signal': 'bullish'}","{'value': np.float64(3567.6475), 'signal': 'bullish'}","{'value': np.float64(3572.70429), 'signal': 'bullish'}","{'k_value': np.float64(98.28155), 'd_value': np.float64(87.49281), 'signal': 'bullish'}","{'value': np.float64(91.40357), 'signal': 'stable'}","{'value': -244028, 'signal': 'bullish'}","{'levels': {'level_0': array(3815.6), 'level_236': array(3510.6644), 'level_382': array(3322.0178), 'level_618': array(3017.0822), 'level_100': array(2523.5)}, 'signal': 'bullish'}","{'tenkan_sen': 3569.375, 'kijun_sen': 3570.5, 'senkou_span_a': 3557.0875, 'senkou_span_b': 3386.875, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 3505.12968, 'signal': 'bullish'}",99.08
BATLIBOI,2024-08-31,"{'value': np.float64(72.15952), 'signal': 'bearish'}","{'value': {'macd': np.float64(4.48618), 'signal': np.float64(2.18154), 'histogram': np.float64(2.30463)}, 'signal': 'bullish'}","{'middle_band': np.float64(130.6475), 'upper_band': np.float64(147.60902), 'lower_band': np.float64(113.68598), 'signal': 'bullish'}","{'value': np.float64(130.6475), 'signal': 'bullish'}","{'value': np.float64(133.49165), 'signal': 'bullish'}","{'k_value': np.float64(92.81768), 'd_value': np.float64(75.86676), 'signal': 'bullish'}","{'value': np.float64(10.12143), 'signal': 'volatile'}","{'value': 974540, 'signal': 'bullish'}","{'levels': {'level_0': array(155.95), 'level_236': array(134.99556), 'level_382': array(122.03222), 'level_618': array(101.07778), 'level_100': array(67.16)}, 'signal': 'bullish'}","{'tenkan_sen': 138.575, 'kijun_sen': 135.3, 'senkou_span_a': 124.6, 'senkou_span_b': 127.975, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 126.26897, 'signal': 'bullish'}",99.05
AUSTENG,2024-08-31,"{'value': np.float64(85.21959), 'signal': 'bearish'}","{'value': {'macd': np.float64(6.34785), 'signal': np.float64(1.63833), 'histogram': np.float64(4.70952)}, 'signal': 'bullish'}","{'middle_band': np.float64(214.71), 'upper_band': np.float64(243.23404), 'lower_band': np.float64(186.18596), 'signal': 'bullish'}","{'value': np.float64(214.71), 'signal': 'bullish'}","{'value': np.float64(220.87399), 'signal': 'bullish'}","{'k_value': np.float64(91.85185), 'd_value': np.float64(85.66204), 'signal': 'bullish'}","{'value': np.float64(10.64286), 'signal': 'volatile'}","{'value': 591333, 'signal': 'bullish'}","{'levels': {'level_0': array(252.45), 'level_236': array(229.381), 'level_382': array(215.1095), 'level_618': array(192.0405), 'level_100': array(154.7)}, 'signal': 'bullish'}","{'tenkan_sen': 225.0, 'kijun_sen': 225.0, 'senkou_span_a': 218.2875, 'senkou_span_b': 214.925, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 209.44274, 'signal': 'bullish'}",99.01
RAMRAT,2024-08-31,"{'value': np.float64(83.03411), 'signal': 'bearish'}","{'value': {'macd': np.float64(34.81268), 'signal': np.float64(21.85405), 'histogram': np.float64(12.95863)}, 'signal': 'bullish'}","{'middle_band': np.float64(468.6375), 'upper_band': np.float64(567.54463), 'lower_band': np.float64(369.73037), 'signal': 'bullish'}","{'value': np.float64(468.6375), 'signal': 'bullish'}","{'value': np.float64(484.0469), 'signal': 'bullish'}","{'k_value': np.float64(92.98385), 'd_value': np.float64(92.96622), 'signal': 'bullish'}","{'value': np.float64(27.75357), 'signal': 'volatile'}","{'value': 725474, 'signal': 'bullish'}","{'levels': {'level_0': array(594.9), 'level_236': array(510.825), 'level_382': array(458.8125), 'level_618': array(374.7375), 'level_100': array(238.65)}, 'signal': 'bullish'}","{'tenkan_sen': 526.2, 'kijun_sen': 501.125, 'senkou_span_a': 420.875, 'senkou_span_b': 390.85, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 467.62045, 'signal': 'bullish'}",98.98
PLASTIBLEN,2024-08-31,"{'value': np.float64(75.3176), 'signal': 'bearish'}","{'value': {'macd': np.float64(8.57005), 'signal': np.float64(3.99791), 'histogram': np.float64(4.57213)}, 'signal': 'bullish'}","{'middle_band': np.float64(308.0025), 'upper_band': np.float64(340.941), 'lower_band': np.float64(275.064), 'signal': 'bullish'}","{'value': np.float64(308.0025), 'signal': 'bullish'}","{'value': np.float64(311.23977), 'signal': 'bullish'}","{'k_value': np.float64(92.94045), 'd_value': np.float64(76.7611), 'signal': 'bullish'}","{'value': np.float64(15.67857), 'signal': 'volatile'}","{'value': 524629, 'signal': 'bullish'}","{'levels': {'level_0': array(360.25), 'level_236': array(327.0802), 'level_382': array(306.5599), 'level_618': array(273.3901), 'level_100': array(219.7)}, 'signal': 'bullish'}","{'tenkan_sen': 325.275, 'kijun_sen': 325.275, 'senkou_span_a': 304.9625, 'senkou_span_b': 285.4, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 295.24468, 'signal': 'bullish'}",98.95
GUJTERC,2024-08-31,"{'value': np.float64(60.05274), 'signal': None}","{'value': {'macd': np.float64(1.65889), 'signal': np.float64(0.84895), 'histogram': np.float64(0.80994)}, 'signal': 'bullish'}","{'middle_band': np.float64(50.9975), 'upper_band': np.float64(58.48979), 'lower_band': np.float64(43.50521), 'signal': 'bullish'}","{'value': np.float64(50.9975), 'signal': 'bullish'}","{'value': np.float64(51.65886), 'signal': 'bullish'}","{'k_value': np.float64(90.78947), 'd_value': np.float64(74.70498), 'signal': 'bullish'}","{'value': np.float64(3.23429), 'signal': 'stable'}","{'value': 328906, 'signal': 'bullish'}","{'levels': {'level_0': array(70.22), 'level_236': array(57.6648), 'level_382': array(49.8976), 'level_618': array(37.3424), 'level_100': array(17.02)}, 'signal': 'bullish'}","{'tenkan_sen': 53.35, 'kijun_sen': 52.475, 'senkou_span_a': 48.615, 'senkou_span_b': 54.635, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 49.46091, 'signal': 'bullish'}",98.91
SHHARICH,2024-08-31,"{'value': np.float64(73.68065), 'signal': 'bearish'}","{'value': {'macd': np.float64(3.47642), 'signal': np.float64(1.32668), 'histogram': np.float64(2.14974)}, 'signal': 'bullish'}","{'middle_band': np.float64(83.0635), 'upper_band': np.float64(98.23461), 'lower_band': np.float64(67.89239), 'signal': 'bullish'}","{'value': np.float64(83.0635), 'signal': 'bullish'}","{'value': np.float64(83.9855), 'signal': 'bullish'}","{'k_value': np.float64(86.46409), 'd_value': np.float64(84.31105), 'signal': 'bullish'}","{'value': np.float64(6.255), 'signal': 'volatile'}","{'value': 618821, 'signal': 'bullish'}","{'levels': {'level_0': array(105.16), 'level_236': array(90.98584), 'level_382': array(82.21708), 'level_618': array(68.04292), 'level_100': array(45.1)}, 'signal': 'bullish'}","{'tenkan_sen': 89.9, 'kijun_sen': 89.625, 'senkou_span_a': 72.5525, 'senkou_span_b': 72.125, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 79.59634, 'signal': 'bullish'}",98.88
SUNPHARMA,2024-08-31,"{'value': np.float64(78.00587), 'signal': 'bearish'}","{'value': {'macd': np.float64(43.9933), 'signal': np.float64(42.57543), 'histogram': np.float64(1.41787)}, 'signal': 'bullish'}","{'middle_band': np.float64(1749.4175), 'upper_band': np.float64(1812.31926), 'lower_band': np.float64(1686.51574), 'signal': 'bullish'}","{'value': np.float64(1749.4175), 'signal': 'bullish'}","{'value': np.float64(1744.92484), 'signal': 'bullish'}","{'k_value': np.float64(93.25674), 'd_value': np.float64(86.32164), 'signal': 'bullish'}","{'value': np.float64(26.17143), 'signal': 'volatile'}","{'value': 2494712, 'signal': 'bullish'}","{'levels': {'level_0': array(1820.75), 'level_236': array(1647.9862), 'level_382': array(1541.1069), 'level_618': array(1368.3431), 'level_100': array(1088.7)}, 'signal': 'bullish'}","{'tenkan_sen': 1778.25, 'kijun_sen': 1701.25, 'senkou_span_a': 1557.375, 'senkou_span_b': 1492.975, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 1758.07959, 'signal': 'bullish'}",98.85
ENTRINT,2024-08-31,"{'value': np.float64(63.23598), 'signal': None}","{'value': {'macd': np.float64(1.49667), 'signal': np.float64(1.09385), 'histogram': np.float64(0.40282)}, 'signal': 'bullish'}","{'middle_band': np.float64(29.289), 'upper_band': np.float64(34.40217), 'lower_band': np.float64(24.17583), 'signal': 'bullish'}","{'value': np.float64(29.289), 'signal': 'bullish'}","{'value': np.float64(29.64199), 'signal': 'bullish'}","{'k_value': np.float64(100.0), 'd_value': np.float64(66.31904), 'signal': 'bullish'}","{'value': np.float64(3.12857), 'signal': 'stable'}","{'value': 208189, 'signal': 'bullish'}","{'levels': {'level_0': array(35.64), 'level_236': array(31.30704), 'level_382': array(28.62648), 'level_618': array(24.29352), 'level_100': array(17.28)}, 'signal': 'bullish'}","{'tenkan_sen': 31.195, 'kijun_sen': 29.73, 'senkou_span_a': 26.4975, 'senkou_span_b': 26.245, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 28.43694, 'signal': 'bullish'}",98.82
LORDSHOTL,2024-08-31,"{'value': np.float64(59.7032), 'signal': None}","{'value': {'macd': np.float64(0.20325), 'signal': np.float64(-0.06991), 'histogram': np.float64(0.27316)}, 'signal': 'bullish'}","{'middle_band': np.float64(18.5595), 'upper_band': np.float64(20.62971), 'lower_band': np.float64(16.48929), 'signal': 'bullish'}","{'value': np.float64(18.5595), 'signal': 'bullish'}","{'value': np.float64(18.51494), 'signal': 'bullish'}","{'k_value': np.float64(97.74266), 'd_value': np.float64(87.12634), 'signal': 'bullish'}","{'value': np.float64(0.83429), 'signal': 'stable'}","{'value': 3814, 'signal': 'bullish'}","{'levels': {'level_0': array(22.89), 'level_236': array(19.83616), 'level_382': array(17.94692), 'level_618': array(14.89308), 'level_100': array(9.95)}, 'signal': 'bullish'}","{'tenkan_sen': 18.585, 'kijun_sen': 18.585, 'senkou_span_a': 18.2625, 'senkou_span_b': 19.345, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 17.1444, 'signal': 'bullish'}",98.78
SHILPAMED,2024-08-31,"{'value': np.float64(67.77842), 'signal': None}","{'value': {'macd': np.float64(27.0568), 'signal': np.float64(21.7075), 'histogram': np.float64(5.3493)}, 'signal': 'bullish'}","{'middle_band': np.float64(701.4925), 'upper_band': np.float64(761.58681), 'lower_band': np.float64(641.39819), 'signal': 'bullish'}","{'value': np.float64(701.4925), 'signal': 'bullish'}","{'value': np.float64(704.78808), 'signal': 'bullish'}","{'k_value': np.float64(90.64103), 'd_value': np.float64(84.21449), 'signal': 'bullish'}","{'value': np.float64(33.13214), 'signal': 'volatile'}","{'value': 1723877, 'signal': 'bullish'}","{'levels': {'level_0': array(768.05), 'level_236': array(659.5136), 'level_382': array(592.3682), 'level_618': array(483.8318), 'level_100': array(308.15)}, 'signal': 'bullish'}","{'tenkan_sen': 720.5, 'kijun_sen': 703.425, 'senkou_span_a': 625.9125, 'senkou_span_b': 552.05, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 692.80831, 'signal': 'bullish'}",98.75
TERAI,2024-08-31,"{'value': np.float64(80.79848), 'signal': 'bearish'}","{'value': {'macd': np.float64(6.32617), 'signal': np.float64(4.22183), 'histogram': np.float64(2.10434)}, 'signal': 'bullish'}","{'middle_band': np.float64(118.49), 'upper_band': np.float64(137.21267), 'lower_band': np.float64(99.76733), 'signal': 'bullish'}","{'value': np.float64(118.49), 'signal': 'bullish'}","{'value': np.float64(120.87446), 'signal': 'bullish'}","{'k_value': np.float64(84.63415), 'd_value': np.float64(84.35457), 'signal': 'bullish'}","{'value': np.float64(7.88214), 'signal': 'volatile'}","{'value': 444123, 'signal': 'bullish'}","{'levels': {'level_0': array(138.7), 'level_236': array(121.63484), 'level_382': array(111.07758), 'level_618': array(94.01242), 'level_100': array(66.39)}, 'signal': 'bullish'}","{'tenkan_sen': 130.225, 'kijun_sen': 123.775, 'senkou_span_a': 106.35, 'senkou_span_b': 100.255, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 112.15156, 'signal': 'bullish'}",98.72
GARGFUR,2024-08-31,"{'value': np.float64(86.87398), 'signal': 'bearish'}","{'value': {'macd': np.float64(20.14271), 'signal': np.float64(10.82579), 'histogram': np.float64(9.31693)}, 'signal': 'bullish'}","{'middle_band': np.float64(311.445), 'upper_band': np.float64(381.81784), 'lower_band': np.float64(241.07216), 'signal': 'bullish'}","{'value': np.float64(311.445), 'signal': 'bullish'}","{'value': np.float64(324.61821), 'signal': 'bullish'}","{'k_value': np.float64(93.02773), 'd_value': np.float64(89.31443), 'signal': 'bullish'}","{'value': np.float64(19.925), 'signal': 'volatile'}","{'value': 428965, 'signal': 'bullish'}","{'levels': {'level_0': array(390.85), 'level_236': array(326.79724), 'level_382': array(287.17138), 'level_618': array(223.11862), 'level_100': array(119.44)}, 'signal': 'bullish'}","{'tenkan_sen': 343.15, 'kijun_sen': 335.0, 'senkou_span_a': 292.025, 'senkou_span_b': 284.025, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 317.00122, 'signal': 'bullish'}",98.68
GOODLUCK,2024-08-31,"{'value': np.float64(87.99886), 'signal': 'bearish'}","{'value': {'macd': np.float64(43.86171), 'signal': np.float64(13.89074), 'histogram': np.float64(29.97097)}, 'signal': 'bullish'}","{'middle_band': np.float64(939.3625), 'upper_band': np.float64(1120.70482), 'lower_band': np.float64(758.02018), 'signal': 'bullish'}","{'value': np.float64(939.3625), 'signal': 'bullish'}","{'value': np.float64(969.18965), 'signal': 'bullish'}","{'k_value': np.float64(93.99966), 'd_value': np.float64(93.65997), 'signal': 'bullish'}","{'value': np.float64(43.69286), 'signal': 'volatile'}","{'value': 1476931, 'signal': 'bullish'}","{'levels': {'level_0': array(1162.95), 'level_236': array(1001.2782), 'level_382': array(901.2609), 'level_618': array(739.5891), 'level_100': array(477.9)}, 'signal': 'bullish'}","{'tenkan_sen': 1033.375, 'kijun_sen': 1000.475, 'senkou_span_a': 935.675, 'senkou_span_b': 868.5, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 910.37848, 'signal': 'bullish'}",98.65
PRIMEPRO,2024-08-31,"{'value': np.float64(82.10981), 'signal': 'bearish'}","{'value': {'macd': np.float64(1.05951), 'signal': np.float64(0.2617), 'histogram': np.float64(0.79781)}, 'signal': 'bullish'}","{'middle_band': np.float64(32.109), 'upper_band': np.float64(37.47942), 'lower_band': np.float64(26.73858), 'signal': 'bullish'}","{'value': np.float64(32.109), 'signal': 'bullish'}","{'value': np.float64(32.60418), 'signal': 'bullish'}","{'k_value': np.float64(100.0), 'd_value': np.float64(83.37683), 'signal': 'bullish'}","{'value': np.float64(2.27143), 'signal': 'volatile'}","{'value': 621314, 'signal': 'bullish'}","{'levels': {'level_0': array(42.48), 'level_236': array(36.17172), 'level_382': array(32.26914), 'level_618': array(25.96086), 'level_100': array(15.75)}, 'signal': 'bullish'}","{'tenkan_sen': 35.27, 'kijun_sen': 35.27, 'senkou_span_a': 30.6025, 'senkou_span_b': 30.155, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 28.2228, 'signal': 'bullish'}",98.62
CHOICEIN,2024-08-31,"{'value': np.float64(87.50716), 'signal': 'bearish'}","{'value': {'macd': np.float64(14.53307), 'signal': np.float64(9.99642), 'histogram': np.float64(4.53665)}, 'signal': 'bullish'}","{'middle_band': np.float64(407.2875), 'upper_band': np.float64(450.00956), 'lower_band': np.float64(364.56544), 'signal': 'bullish'}","{'value': np.float64(407.2875), 'signal': 'bullish'}","{'value': np.float64(413.69414), 'signal': 'bullish'}","{'k_value': np.float64(95.05571), 'd_value': np.float64(91.9947), 'signal': 'bullish'}","{'value': np.float64(11.20357), 'signal': 'volatile'}","{'value': 4212206, 'signal': 'bullish'}","{'levels': {'level_0': array(451.3), 'level_236': array(386.51092), 'level_382': array(346.42954), 'level_618': array(281.64046), 'level_100': array(176.77)}, 'signal': 'bullish'}","{'tenkan_sen': 422.175, 'kijun_sen': 407.375, 'senkou_span_a': 392.2375, 'senkou_span_b': 377.75, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 414.79405, 'signal': 'bullish'}",98.59
PWASML,2024-08-31,"{'value': np.float64(79.07692), 'signal': 'bearish'}","{'value': {'macd': np.float64(0.61614), 'signal': np.float64(0.02887), 'histogram': np.float64(0.58727)}, 'signal': 'bullish'}","{'middle_band': np.float64(36.6495), 'upper_band': np.float64(40.12387), 'lower_band': np.float64(33.17513), 'signal': 'bullish'}","{'value': np.float64(36.6495), 'signal': 'bullish'}","{'value': np.float64(37.44967), 'signal': 'bullish'}","{'k_value': np.float64(84.51381), 'd_value': np.float64(78.69972), 'signal': 'bullish'}","{'value': np.float64(2.30857), 'signal': 'volatile'}","{'value': 502262, 'signal': 'bullish'}","{'levels': {'level_0': array(41.33), 'level_236': array(37.03716), 'level_382': array(34.38142), 'level_618': array(30.08858), 'level_100': array(23.14)}, 'signal': 'bullish'}","{'tenkan_sen': 38.24, 'kijun_sen': 37.815, 'senkou_span_a': 37.85, 'senkou_span_b': 36.775, 'chikou_span': 0.0, 'signal': 'bullish'}","{'value': 35.61641, 'signal': 'bullish'}",98.55
